carat,cut,color,clarity,table,x,y,z,price_new
1.33,Premium,E,SI2,58,7.03,6.99,4.38,3545
1.12,Ideal,H,VVS2,53,6.64,6.7,4.16,3545.5
1.02,Ideal,F,VS1,56,6.53,6.61,3.99,3545.5
1.24,Premium,H,VS1,59,6.83,6.9,4.27,3546
1.24,Very Good,H,VS1,54,6.84,6.88,4.29,3546
1.3,Very Good,H,VS2,59,6.93,6.96,4.34,3546
1.13,Very Good,F,VS1,58,6.61,6.68,4.09,3546
1.18,Very Good,D,SI1,57,6.8,6.84,4.21,3546.5
1.01,Very Good,E,VS2,60,6.47,6.44,3.9,3547
1.21,Premium,H,VS1,58,6.77,6.84,4.24,3547
1.01,Very Good,E,VS1,55,6.48,6.58,3.98,3547
1.56,Good,J,VS2,65,7.62,7.6,4.38,3547
1.16,Fair,F,VS1,67,6.97,6.84,3.99,3547
1.38,Ideal,G,SI2,55,7.2,7.17,4.41,3547
1.15,Ideal,I,VS1,56,6.73,6.76,4.16,3548
1,Premium,E,VS1,60,6.38,6.32,4,3548
1.2,Good,E,SI1,61,6.67,6.61,4.25,3548
1.39,Good,F,SI2,55,7.08,7.05,4.51,3548
1.01,Very Good,F,VS2,57,6.38,6.43,3.98,3549
1.5,Very Good,G,SI2,58,7.25,7.19,4.56,3549
1.5,Premium,G,SI2,60,7.34,7.28,4.54,3549
1.5,Fair,H,SI2,58,7.31,7.37,4.35,3549
1.28,Ideal,H,VS2,56,6.97,6.89,4.32,3549
1.28,Premium,H,VS2,60,6.99,6.94,4.26,3549
1.14,Ideal,G,VS2,60,6.77,6.75,4.09,3549.5
1.63,Ideal,F,I1,55.1,7.5,7.57,4.68,3550
1.15,Ideal,H,SI1,55,6.74,6.79,4.17,3550
1.02,Premium,D,VS2,58,6.44,6.35,4.01,3550.5
1.03,Very Good,D,VS2,57,6.39,6.44,4.06,3551
1.29,Good,I,VS2,61,7.16,7.13,4.14,3551
1.51,Ideal,G,SI2,57,7.37,7.31,4.54,3551.5
1.36,Premium,I,VS2,56,7.17,7.08,4.41,3552
1.22,Premium,H,VS1,56,6.82,6.74,4.25,3552.5
1.24,Very Good,G,SI1,58,6.9,6.96,4.28,3553
1.14,Very Good,D,SI1,60,6.7,6.85,4.08,3553
1.41,Premium,H,SI2,57,7.41,7.34,4.36,3553
1.01,Very Good,F,VS1,58,6.32,6.34,4,3553.5
1.31,Very Good,G,SI2,58,7.05,6.98,4.36,3553.5
1.13,Ideal,H,VVS2,59,6.89,6.77,4.08,3554
1.52,Ideal,G,SI2,57,7.43,7.38,4.58,3554
1.11,Ideal,G,VS2,56,6.62,6.66,4.1,3554.5
1.52,Very Good,J,VS2,61,7.23,7.19,4.55,3554.5
1.28,Ideal,H,SI1,57,7.02,6.97,4.32,3554.5
1.08,Ideal,F,VS2,55,6.58,6.64,4.09,3555
1.21,Ideal,I,VS1,53,6.89,6.92,4.26,3555.5
1.1,Ideal,G,VS1,57,6.65,6.62,4.08,3555.5
1.21,Very Good,H,VS2,59,6.95,6.99,4.12,3556.5
1.16,Ideal,G,VS2,57,6.72,6.8,4.17,3556.5
1,Good,D,VS2,56,6.36,6.4,4.02,3557
1.2,Very Good,F,VS2,58,6.76,6.8,4.23,3557
1,Premium,F,VS1,58,6.37,6.4,4,3557
1,Ideal,G,VS1,53,6.39,6.46,4.03,3557
1.1,Premium,F,VS2,57,6.71,6.65,4.08,3557.5
1.23,Ideal,I,VVS1,57,6.9,6.83,4.26,3558.5
1.07,Very Good,F,VS1,58,6.57,6.59,4.08,3559
1.02,Ideal,D,VS1,55,6.49,6.4,4.04,3559
1.32,Very Good,H,SI1,58,7.02,7.09,4.4,3559.5
1.03,Ideal,G,VS1,57,6.45,6.48,4,3559.5
1.03,Ideal,G,VS1,54,6.49,6.52,4.01,3559.5
0.94,Ideal,F,VS2,57,6.29,6.33,3.86,3560
1.01,Ideal,F,VS1,57,6.38,6.48,4,3561
1.06,Premium,E,VS2,60,6.57,6.53,4.02,3561.5
1.59,Premium,F,SI2,58,7.49,7.45,4.64,3561.5
1.15,Ideal,H,VS1,57,6.68,6.64,4.17,3561.5
1.32,Very Good,I,VS2,59,7.02,7.06,4.26,3562.5
1.51,Very Good,J,SI1,57,7.38,7.46,4.5,3562.5
1.27,Very Good,H,SI1,58,6.87,6.94,4.3,3562.5
1.29,Ideal,F,SI2,55,6.95,7.01,4.32,3563
1.01,Premium,F,VS1,58,6.52,6.44,3.97,3563.5
1.01,Very Good,F,VS1,60,6.35,6.32,4.01,3563.5
1.01,Ideal,D,VS2,56,6.52,6.49,3.89,3563.5
1.01,Good,E,VS1,60,6.25,6.23,3.98,3563.5
1.01,Very Good,D,VS2,60,6.39,6.35,4.02,3563.5
1.01,Premium,F,VS1,61,6.39,6.36,3.98,3563.5
1.44,Very Good,H,SI2,61,7.45,7.51,4.35,3564
1.16,Ideal,G,VS2,58,6.86,6.81,4.15,3564
1.02,Premium,G,VS1,61,6.58,6.53,4,3564.5
1.02,Ideal,G,VS1,55,6.53,6.46,4,3564.5
1.23,Ideal,H,VS2,55,6.81,6.85,4.25,3565
1.06,Premium,G,VS1,58,6.56,6.51,4.05,3565
1.06,Premium,G,VS1,56,6.52,6.47,4.08,3565
1.3,Premium,D,SI2,59,7.05,7,4.23,3565
1.19,Premium,G,VS2,58,6.82,6.77,4.23,3565
0.91,Very Good,E,VVS2,61,6.24,6.2,3.8,3565.5
2.27,Fair,G,I1,56,7.99,7.94,5.47,3565.5
1.06,Very Good,G,VS1,57,6.52,6.56,4.04,3566
1.27,Premium,G,SI1,59,6.98,6.94,4.27,3566.5
1.21,Ideal,I,VVS2,55,6.79,6.83,4.23,3567
1,Good,G,VVS1,60,6.35,6.31,4.04,3567
1.01,Very Good,F,VS2,55,6.31,6.38,4.05,3567.5
1.51,Very Good,J,SI1,58,7.27,7.32,4.55,3568
1.11,Ideal,H,VVS2,56,6.74,6.7,4.11,3568
1.01,Very Good,G,VVS2,54,6.38,6.41,4,3568.5
0.32,Ideal,G,SI1,57,4.46,4.44,2.71,306
0.32,Ideal,G,SI1,56,4.48,4.44,2.71,306
0.32,Premium,G,SI1,59,4.43,4.39,2.67,306
0.32,Ideal,D,SI2,56,4.46,4.43,2.73,306
0.31,Good,H,VVS1,56,4.3,4.33,2.75,306
0.31,Premium,H,VVS1,59,4.32,4.36,2.68,306
0.3,Very Good,F,VVS2,55,4.2,4.25,2.71,306.5
0.3,Very Good,F,VVS2,56,4.22,4.26,2.72,306.5
0.31,Very Good,I,VVS1,62,4.51,4.53,2.61,306.5
0.32,Very Good,F,VS1,59,4.45,4.48,2.64,306.5
0.41,Ideal,J,VS2,55,4.75,4.77,2.97,306.5
0.41,Ideal,J,VS2,53,4.79,4.83,3,306.5
0.41,Ideal,J,VS2,54,4.76,4.79,2.97,306.5
0.41,Ideal,J,VS2,55,4.8,4.82,2.97,306.5
0.41,Ideal,J,VS2,54,4.77,4.8,2.98,306.5
0.37,Ideal,E,SI1,56,4.66,4.68,2.85,306.5
0.3,Good,F,VVS2,55,4.19,4.21,2.77,306.5
0.5,Fair,F,I1,57,4.87,4.79,3.43,306.5
0.37,Very Good,H,SI1,63,4.6,4.5,2.85,306.5
0.5,Fair,F,I1,54,4.94,4.82,3.35,306.5
0.33,Very Good,H,VVS2,56,4.44,4.47,2.74,307
0.33,Very Good,H,VVS2,55,4.44,4.46,2.75,307
0.33,Very Good,H,VVS2,57,4.43,4.46,2.74,307
0.33,Very Good,H,VVS2,56,4.44,4.47,2.76,307
0.26,Very Good,E,VVS2,56,4.07,4.1,2.57,307
0.32,Ideal,H,VVS2,57,4.34,4.37,2.71,307
0.32,Ideal,G,VS1,54,4.45,4.48,2.74,307
0.39,Ideal,E,SI2,55,4.74,4.77,2.9,307
0.3,Very Good,D,SI1,63,4.35,4.32,2.55,307
0.35,Very Good,H,VS1,58,4.49,4.52,2.82,307
1.01,Good,G,VVS2,61,6.34,6.38,3.97,3568.5
1.01,Good,G,VVS2,59,6.27,6.35,3.99,3568.5
1.03,Ideal,F,VS1,56,6.49,6.54,4.02,3568.5
1.18,Premium,G,VS2,62,6.72,6.69,4.18,3568.5
1.51,Very Good,I,SI2,58,7.24,7.3,4.57,3569.5
1.51,Fair,J,VS1,56,7.16,7.11,4.65,3569.5
1.13,Ideal,G,VS2,53,6.69,6.74,4.17,3570
1.5,Premium,I,SI2,62,7.46,7.39,4.42,3570
1.7,Premium,I,SI2,56,7.66,7.57,4.7,3570
1.5,Very Good,I,SI1,63,7.38,7.33,4.43,3570
1.2,Very Good,I,IF,61,6.91,6.99,4.11,3570.5
1.21,Premium,H,VS2,58,6.9,6.83,4.19,3571
1.23,Very Good,E,SI1,62,7,7.05,4.16,3571.5
1.32,Good,I,VS1,58,7.14,7.18,4.24,3571.5
1.56,Premium,J,VS1,59,7.54,7.49,4.61,3572
1,Very Good,E,SI1,54,6.36,6.4,4.02,3572.5
1.51,Premium,G,SI2,57,7.33,7.29,4.58,3572.5
1.12,Ideal,D,SI1,58,6.65,6.68,4.08,3572.5
1.51,Ideal,I,SI1,56,7.36,7.27,4.55,3572.5
1,Very Good,D,VS2,63,6.35,6.31,3.89,3573
1.46,Very Good,I,SI1,57,7.15,7.19,4.48,3573
1.31,Good,G,SI1,56.5,6.87,6.97,4.4,3573.5
1.19,Very Good,H,VS1,59,6.73,6.79,4.22,3573.5
1.13,Ideal,G,VS2,56,6.68,6.71,4.14,3573.5
1.33,Ideal,I,VS2,54,7.14,7.15,4.37,3574
1.06,Very Good,D,VS2,60,6.68,6.71,3.99,3574.5
0.92,Very Good,D,VVS2,58,6.11,6.22,3.87,3575
1.5,Very Good,I,SI2,59,7.24,7.15,4.54,3575
1.13,Premium,G,VS2,58,6.7,6.67,4.14,3575.5
1.19,Very Good,E,VS2,60,6.93,6.95,4.11,3576
1.22,Very Good,H,VS1,59,6.96,7.02,4.12,3576
1.19,Good,H,VS1,61,6.86,6.88,4.18,3576
1.12,Ideal,D,SI1,56,6.75,6.78,4.09,3576.5
1.29,Premium,H,VS2,60,7.03,6.95,4.28,3576.5
1.05,Premium,F,VS2,58,6.5,6.47,4.06,3577
1.64,Good,G,SI2,58,7.45,7.41,4.74,3577
1.22,Premium,F,VS2,60,6.85,6.74,4.28,3577
1.51,Very Good,G,SI2,58,7.23,7.19,4.55,3577
1.59,Ideal,J,SI2,54,7.51,7.44,4.64,3577.5
1.17,Ideal,G,VS1,57,6.93,6.87,4.1,3577.5
1.05,Ideal,G,VS1,57,6.58,6.51,4.01,3577.5
1.56,Premium,I,SI1,59,7.44,7.38,4.57,3577.5
1.42,Ideal,I,SI1,57,7.23,7.15,4.45,3578.5
1.36,Ideal,F,SI2,56,7.08,7.11,4.4,3578.5
1.13,Ideal,G,VS2,57,6.68,6.7,4.12,3579.5
1.06,Ideal,G,VS2,55,6.49,6.51,4.08,3580
1.5,Good,H,SI2,56,7.2,7.26,4.64,3580.5
1.5,Very Good,H,SI2,63,7.24,7.28,4.5,3580.5
1.55,Premium,E,SI2,57,7.66,7.57,4.46,3580.5
1.51,Premium,I,SI2,59,7.28,7.31,4.57,3581
1.32,Ideal,I,SI1,57,6.99,7.04,4.35,3581
1.51,Good,J,SI1,64,7.31,7.23,4.54,3581
1.24,Premium,F,SI1,59,6.94,6.89,4.26,3581
1,Very Good,G,VVS2,62,6.41,6.45,3.88,3581.5
1.32,Premium,H,SI1,61,7.05,6.97,4.31,3581.5
1,Premium,G,VS1,59,6.57,6.5,3.9,3582
1.01,Ideal,G,VVS2,57,6.54,6.5,3.95,3583.5
1.07,Very Good,G,VS1,58,6.48,6.52,4.08,3584
1,Ideal,E,VS2,57,6.43,6.42,3.83,3584
1,Premium,E,VS2,58,6.41,6.38,3.92,3584
1,Premium,E,VS2,58,6.25,6.22,3.93,3584
1,Premium,F,VS2,57,6.5,6.45,3.93,3584
1.33,Premium,H,SI1,58,6.98,7.04,4.34,3585.5
1.14,Ideal,G,VS2,57,6.72,6.68,4.12,3585.5
1.14,Very Good,G,VS1,58,6.67,6.61,4.21,3585.5
1.32,Very Good,G,SI2,57,6.98,7.05,4.32,3586.5
1.1,Very Good,F,VS2,56,6.56,6.59,4.13,3587
1.15,Very Good,G,VS2,60,6.75,6.8,4.08,3587.5
1.02,Ideal,F,VS2,56,6.39,6.54,4,3587.5
1.16,Ideal,H,VS1,56,6.71,6.73,4.19,3587.5
1.04,Premium,E,VS2,59,6.56,6.54,4,3587.5
1.27,Very Good,H,VS2,58,7.07,7.15,4.21,3588
1,Very Good,G,VVS2,56,6.37,6.4,4.02,3588.5
1.5,Good,J,VS2,56,7.23,7.33,4.49,3588.5
1.5,Good,J,VS2,58,7.2,7.23,4.59,3588.5
1.5,Very Good,J,VS2,63,7.27,7.32,4.41,3588.5
1,Ideal,E,VS2,57,6.38,6.45,4.01,3588.5
1,Ideal,F,VS1,56,6.46,6.51,3.98,3588.5
1.04,Good,G,VS1,57,6.43,6.4,4.09,3588.5
1.23,Very Good,H,VS2,63,6.95,6.91,4.17,3588.5
1.01,Ideal,G,VS1,58,6.4,6.42,3.96,3589
1.01,Very Good,G,VS1,55,6.46,6.51,3.95,3589.5
1.01,Ideal,G,VS2,56,6.4,6.44,3.97,3589.5
1.01,Ideal,G,VS2,57,6.44,6.5,3.97,3589.5
1.01,Ideal,G,VS1,54,6.44,6.48,4,3589.5
1.11,Premium,F,VS2,56,6.68,6.63,4.08,3589.5
1.23,Ideal,I,VS1,54,6.9,6.94,4.26,3590.5
1.19,Ideal,H,VS1,54,6.8,6.83,4.23,3590.5
1.5,Premium,E,SI2,60,7.29,7.22,4.46,3591
1.35,Fair,I,VS2,62,7.15,7.1,4.39,3591
1.25,Ideal,H,SI1,54,6.93,6.88,4.3,3591
1.33,Ideal,I,VS2,54,7.02,7.05,4.4,3593
1.52,Fair,J,VS1,58,7.22,7.17,4.7,3593
1.08,Ideal,G,VS2,54,6.59,6.61,4.11,3593.5
1.5,Premium,H,SI2,62,7.4,7.25,4.49,3593.5
1.5,Fair,H,SI2,53,7.14,7.11,4.67,3593.5
1.51,Fair,H,VS2,56,7.08,4.7,4,3594
1.01,Very Good,G,VVS2,58,6.38,6.44,3.97,3594
1.31,Very Good,H,SI1,58,7.02,7.1,4.26,3594.5
1.07,Ideal,E,VS2,56,6.64,6.62,3.98,3595
1.57,Premium,J,VS1,61,7.6,7.49,4.59,3595
1,Good,E,VS1,65,6.48,6.43,3.87,3595
1.2,Ideal,H,VS2,55,6.9,6.85,4.18,3595
1.2,Very Good,D,SI1,58,6.81,6.86,4.15,3595.5
1.03,Premium,E,VS2,59,6.53,6.47,3.98,3596
1.02,Ideal,G,VS1,56,6.49,6.53,3.99,3596
1.06,Ideal,H,VVS1,57,6.55,6.53,4.01,3596.5
1.12,Ideal,G,VS2,54,6.65,6.7,4.15,3596.5
1.01,Very Good,E,VS2,59,6.43,6.47,3.91,3597.5
1.21,Very Good,H,VS1,59,6.88,6.97,4.18,3598
1.02,Premium,F,VS1,56,6.61,6.52,3.97,3598.5
1.7,Ideal,H,I1,54,7.63,7.58,4.77,3598.5
1.02,Good,F,VS1,57,6.39,6.35,4.06,3598.5
1.02,Good,F,VS1,59,6.64,6.59,3.83,3598.5
1.36,Good,F,SI1,60,7.36,7.31,4.22,3598.5
1.01,Ideal,E,VS2,57,6.43,6.46,3.97,3599
1.07,Ideal,G,VS1,55,6.59,6.55,4.06,3599
1.07,Ideal,G,VS1,56,6.58,6.52,4.06,3599
1.14,Ideal,G,VS2,56,6.69,6.71,4.14,3599.5
1,Good,D,VS2,56,6.34,6.31,4.04,3600
1.22,Good,H,VS2,55,6.77,6.71,4.3,3600.5
1.21,Premium,E,SI1,58,6.79,6.82,4.26,3601.5
1.21,Very Good,H,SI1,60,6.93,6.94,4.13,3601.5
1.16,Ideal,G,VS2,57,6.72,6.66,4.17,3601.5
1.47,Premium,J,VS2,58,7.31,7.29,4.49,3601.5
1.16,Premium,G,VS2,60,6.88,6.85,4.11,3601.5
1,Very Good,F,VS1,59,6.4,6.51,3.9,3602
1.33,Premium,H,SI1,61,7.05,7.02,4.3,3602
1,Premium,F,VVS2,61,6.45,6.32,3.95,3602
2,Ideal,H,I1,57,8.05,7.98,5.01,3602
1.04,Very Good,F,VS1,56,6.45,6.5,4.08,3603.5
1.19,Ideal,I,IF,56,6.78,6.81,4.19,3603.5
1.51,Good,J,VS2,59,7.12,7.2,4.56,3603.5
1.5,Good,I,SI1,56,7.25,7.14,4.62,3603.5
1.51,Good,F,SI2,59,7.15,7.26,4.59,3604
1.04,Ideal,E,SI1,56,6.49,6.53,4.02,3604
1.32,Ideal,I,VS2,57,7.07,7.02,4.28,3604.5
1.01,Ideal,F,VS1,56,6.35,6.41,4.03,3604.5
1.24,Good,H,VS2,58,7.09,7.15,4.15,3605
1.5,Very Good,I,SI2,58,7.15,7.21,4.55,3605.5
1.5,Fair,H,SI1,56,7.11,7.04,4.66,3605.5
1.03,Ideal,G,VS1,59,6.48,6.42,4.01,3605.5
1.15,Premium,D,SI1,53,6.83,6.76,4.15,3606.5
1.4,Ideal,H,SI2,56,7.23,7.18,4.41,3606.5
1.42,Fair,G,VS2,66,7.31,7.23,4.33,3607
0.9,Good,E,VVS1,60,6.06,6.11,3.86,3607
1,Very Good,G,VVS2,56,6.5,6.51,3.95,3607.5
1.41,Very Good,F,SI2,59,7.17,7.2,4.41,3607.5
1.22,Ideal,E,SI1,56,6.92,6.88,4.26,3607.5
1.5,Good,G,SI2,58,7.15,7.22,4.58,3608
1.18,Ideal,H,VS1,58,6.57,6.53,4.25,3608
1.18,Ideal,D,SI1,55,6.8,6.76,4.2,3608
1.33,Ideal,H,SI1,56,7.04,6.99,4.4,3608.5
1.36,Ideal,I,SI1,56,7.08,7.11,4.4,3609
1.11,Ideal,E,SI1,55,6.66,6.68,4.14,3609
1.27,Premium,H,VS2,60,6.94,6.88,4.29,3609.5
1.27,Ideal,H,VS2,56,7.08,7.02,4.25,3609.5
1.01,Premium,G,IF,58,6.4,6.48,3.95,3610
1.04,Ideal,D,VS2,55,6.5,6.52,4.03,3610
1.07,Ideal,G,VS1,57,6.57,6.6,4.04,3611
1.24,Premium,H,VS1,59,6.9,6.83,4.27,3611
1.24,Ideal,H,VS1,54,6.88,6.84,4.29,3611
1.24,Ideal,H,VS1,56,6.87,6.82,4.31,3611
1,Ideal,G,VS1,54,6.41,6.45,4.02,3611.5
1.21,Premium,H,VS1,58,6.84,6.77,4.24,3611.5
1.4,Premium,G,SI2,60,7.1,7.16,4.42,3612.5
1.01,Very Good,G,VVS2,59,6.5,6.56,3.9,3613
2.3,Premium,G,I1,59,8.71,8.56,5.19,3613
1,Good,E,VVS2,56,6.19,6.24,4.06,3613
1.25,Very Good,H,VS2,60,6.77,6.83,4.28,3613.5
1.09,Ideal,G,VS2,57,6.68,6.73,4.06,3613.5
1.01,Ideal,F,VS2,56,6.48,6.45,3.98,3614.5
1.63,Ideal,F,I1,55,7.57,7.5,4.68,3614.5
1.34,Very Good,D,SI2,59,6.99,7.03,4.37,3615
0.85,Ideal,D,VVS1,56,6.05,6.11,3.77,3615
1.26,Ideal,G,SI1,57,6.94,6.99,4.27,3615
1.21,Ideal,E,SI1,54.1,6.82,6.86,4.26,3615.5
1.07,Premium,F,VS1,58,6.52,6.49,4.06,3616
1.51,Good,I,SI1,63,7.17,7.2,4.59,3616.5
1.03,Very Good,F,VS1,57,6.47,6.51,4.04,3616.5
1.38,Premium,H,VS1,60,7.21,7.16,4.38,3616.5
1.01,Good,E,VS1,58,6.36,6.38,4.04,3617
1.01,Very Good,G,VVS2,59,6.25,6.38,3.98,3617
1.01,Very Good,G,VVS2,58,6.38,6.42,4.02,3617
1.01,Very Good,G,VVS2,58,6.51,6.53,3.93,3617
1.51,Premium,H,SI2,62,7.47,7.31,4.39,3617.5
1.2,Ideal,H,VS2,56.6,6.74,6.8,4.22,3617.5
1.7,Very Good,H,SI2,58,7.5,7.43,4.74,3617.5
1,Premium,H,IF,57,6.54,6.47,3.94,3617.5
1.21,Ideal,H,VS2,59,6.81,6.79,4.24,3618
1.31,Good,I,VS2,56,7.03,6.98,4.38,3618
1.09,Ideal,F,VS2,56,6.68,6.65,4.08,3619
1.39,Premium,J,VS1,58,7.26,7.21,4.4,3619.5
1.52,Very Good,J,SI1,57,7.32,7.38,4.58,3619.5
1.01,Premium,F,VS2,58,6.47,6.43,3.98,3620
1.07,Ideal,E,VS2,58,6.53,6.61,4.06,3620
1.01,Ideal,E,VS2,57,6.57,6.51,3.88,3620
1.53,Ideal,G,SI2,57,7.44,7.41,4.58,3620
1.01,Premium,E,VS2,61,6.53,6.5,3.94,3620
1.01,Premium,E,VS2,58,6.53,6.49,3.86,3620
1.01,Ideal,F,VS1,57,6.48,6.39,4,3620
1,Very Good,G,VVS2,59,6.34,6.45,3.97,3621
1.2,Ideal,G,VS2,57,6.78,6.72,4.24,3621.5
1.16,Ideal,G,VS2,57,6.8,6.72,4.17,3621.5
1.48,Very Good,H,SI2,58,7.18,7.23,4.49,3622
1,Premium,F,VS1,58,6.4,6.37,4,3622
1.05,Premium,F,VS2,59,6.5,6.46,4.04,3622
1.61,Premium,J,SI2,59,7.52,7.47,4.66,3622.5
1.21,Very Good,H,VS1,58,6.71,6.74,4.19,3623
1.25,Premium,H,VS2,59,6.92,6.96,4.19,3623
1.05,Ideal,G,VS1,55,6.56,6.59,4.04,3623.5
1.07,Good,E,VS2,56,6.49,6.54,4.11,3625
1.21,Ideal,H,VS2,55,6.86,6.8,4.23,3625
1.7,Premium,I,SI2,59,7.83,7.75,4.63,3625
1.03,Good,E,VS1,59,6.4,6.45,4.07,3625.5
1.02,Very Good,E,VS1,59,6.52,6.65,3.88,3626.5
1.5,Ideal,I,SI2,59,7.37,7.48,4.5,3626.5
1.51,Premium,J,SI1,57,7.46,7.38,4.5,3627.5
1.06,Ideal,G,VS2,56,6.49,6.54,4.06,3627.5
1.51,Good,I,VVS2,58,7.29,7.26,4.63,3627.5
1.14,Ideal,G,VS1,56,6.69,6.66,4.17,3627.5
1.55,Premium,I,SI2,58,7.39,7.46,4.57,3628
1.23,Ideal,I,VVS2,57,6.81,6.86,4.27,3628
1.21,Premium,F,SI1,59,6.82,6.79,4.19,3628.5
1.02,Very Good,D,VS2,60,6.37,6.42,4.02,3628.5
1.02,Very Good,F,VS1,59,6.38,6.44,3.97,3628.5
2.31,Fair,G,I1,56,8.05,7.99,5.41,3628.5
1.01,Very Good,F,VS2,57,6.34,6.44,4.01,3629
1.2,Premium,G,VS2,58,6.91,6.85,4.09,3629
1.2,Premium,G,VS2,58,6.94,6.89,4.12,3629
2,Fair,F,I1,57,7.99,7.82,5.14,3629
1.5,Premium,J,SI1,59,7.36,7.32,4.53,3629
1,Premium,E,VS1,60,6.41,6.44,3.98,3630
1,Very Good,G,VVS2,62,6.39,6.44,3.88,3630
1,Good,E,VS1,59,6.32,6.35,4.03,3630
1.25,Premium,E,SI1,59,6.98,7.02,4.26,3630
1.23,Ideal,H,VS2,55,6.85,6.81,4.25,3630
1.23,Ideal,H,VS2,56,6.86,6.79,4.25,3630
1.22,Premium,E,SI1,58,6.78,6.8,4.25,3631
1.01,Ideal,G,VS1,54,6.41,6.43,3.99,3631
1.5,Premium,I,SI2,62,7.27,7.2,4.5,3633
1.1,Ideal,H,VVS2,56,6.59,6.63,4.1,3633.5
1.01,Very Good,G,VVS2,59,6.35,6.27,3.99,3633.5
1.73,Premium,I,SI2,62,7.64,7.54,4.64,3635
1.32,Very Good,H,SI1,57,7.04,6.99,4.37,3635
1.05,Ideal,G,VS1,53,6.51,6.55,4.06,3635
1.1,Very Good,F,VS2,58.5,6.5,6.59,4.1,3636
1.51,Ideal,E,SI2,55,7.27,7.18,4.53,3636
1.2,Very Good,G,VS2,59,6.68,6.74,4.19,3636.5
1.07,Ideal,H,VVS1,56,6.56,6.68,4.06,3636.5
1.7,Ideal,H,SI2,57,7.68,7.63,4.75,3636.5
1.23,Premium,E,SI1,62,7.05,7,4.16,3637
1.2,Premium,E,SI1,57,6.86,6.8,4.16,3637
1.06,Premium,E,VS2,58,6.52,6.56,4.01,3637.5
1.07,Ideal,G,VS2,55,6.55,6.57,4.06,3637.5
1.07,Ideal,G,VS2,57,6.56,6.63,4.05,3637.5
1.06,Ideal,E,VS2,55,6.54,6.58,4.06,3637.5
1.14,Premium,F,VS2,59,6.71,6.64,4.14,3637.5
1.11,Ideal,F,VS2,58,6.73,6.66,4.04,3637.5
1.23,Very Good,H,VS1,53,6.93,6.98,4.26,3638
1.75,Ideal,H,I1,54.9,7.75,7.78,4.78,3638
1.05,Very Good,F,VS1,58,6.62,6.74,4.02,3638
1.31,Premium,H,VS2,58,6.97,6.94,4.35,3638.5
1.01,Premium,F,VS2,57.5,6.43,6.45,3.94,3638.5
1.02,Very Good,E,SI1,55,6.29,6.4,4.04,3638.5
1.31,Ideal,G,SI1,57,6.97,6.87,4.4,3638.5
1.19,Premium,H,VS1,59,6.79,6.73,4.22,3638.5
1.01,Very Good,D,VS2,57,6.33,6.4,4,3639
1.21,Very Good,H,VS1,58,6.76,6.91,4.24,3639.5
1.21,Very Good,H,VS1,60,6.73,6.79,4.22,3639.5
1.01,Good,G,VVS1,59,6.33,6.42,4.02,3639.5
1,Premium,D,VS1,58,6.46,6.42,3.93,3640
1.06,Premium,D,VS2,60,6.71,6.68,3.99,3640
1,Very Good,D,VS2,60,6.46,6.49,3.87,3640.5
1.09,Very Good,G,VS1,57,6.68,6.71,4.02,3640.5
1,Very Good,D,VS1,60,6.44,6.49,3.88,3640.5
1.2,Premium,F,SI1,59,6.92,6.85,4.14,3641
1.32,Very Good,H,SI1,56,6.94,7,4.38,3641.5
1.05,Fair,G,VS1,58,6.25,6.38,4.13,3641.5
1.22,Premium,H,VS1,59,7.02,6.96,4.12,3641.5
1.47,Ideal,I,VS2,57,7.24,7.3,4.53,3642
0.9,Ideal,E,VVS2,54,6.11,6.21,3.87,3643
1.07,Ideal,F,SI1,56,6.58,6.62,4.06,3643
1.01,Premium,E,VS2,59,6.67,6.6,3.93,3643.5
1.54,Premium,G,SI2,58,7.45,7.3,4.57,3643.5
1.01,Ideal,E,VS2,57,6.44,6.48,3.97,3644
1.36,Very Good,E,SI2,59,7.09,7.2,4.41,3644
1.25,Ideal,E,SI2,58,6.86,6.89,4.28,3644.5
1.01,Very Good,E,VS2,60,6.5,6.54,3.88,3645
1.01,Ideal,G,VS1,57,6.42,6.47,3.95,3645
1.13,Ideal,G,VS2,57,6.7,6.68,4.12,3645
1.5,Good,F,SI2,55,7.15,7.11,4.57,3645.5
1.5,Very Good,H,SI2,63,7.28,7.24,4.5,3645.5
1.5,Good,H,SI2,56,7.26,7.2,4.64,3645.5
1.24,Fair,D,SI1,67,7.27,7.11,4,3645.5
1.5,Premium,H,SI2,59,7.27,7.21,4.52,3645.5
1.5,Good,H,SI2,61,7.15,7.1,4.57,3645.5
1.02,Very Good,G,VVS2,59,6.46,6.53,3.98,3646
1.09,Ideal,G,VS2,57,6.54,6.58,4.12,3646
1.02,Good,G,VVS2,60,6.38,6.49,4.01,3646
0.35,Ideal,I,VVS2,57,4.49,4.53,2.81,307
0.35,Premium,H,VS1,59,4.51,4.53,2.79,307
0.35,Premium,E,SI1,59,4.5,4.56,2.77,307
0.35,Premium,H,VS1,59,4.45,4.5,2.8,307
0.35,Ideal,E,SI1,57,4.52,4.56,2.78,307
0.35,Ideal,E,SI1,56,4.53,4.56,2.83,307
0.35,Premium,H,VS1,59,4.54,4.57,2.79,307
0.35,Very Good,E,SI1,57,4.47,4.52,2.82,307
0.35,Very Good,E,SI1,58,4.49,4.52,2.79,307
0.35,Ideal,E,SI1,55,4.53,4.57,2.77,307
